Title,Price,URL,Shipping,Location,Condition,Listing Type
Canon RF 100-400mm F5.6-8 IS USM Lens,$599.00,https://www.ebay.com/itm/335054745156?epid=9050201411&itmmeta=01J06JVTDK9W0RDHWYY3F6RQBA&hash=item4e02d1ae44:g:9pEAAOSwK2lmXOlk&itmprp=enc%3AAQAJAAAAwERfyuCwZxT4lZbEWasJ9NPrJP7HAKjklMR757ThmvFwOnYk5CCKHZKyhxPYr5380GhkJ7L%2Fu6k8vbobVfT9LCLbOeRy0zjLHBiBmaqy02vm14YqC%2B8ILMei4%2FPAMuWeh9g03TEQHZn1l0dfYeeTskMB15eBTaKg3Uemjju1WrTlhYqNqoqVjrLthhVFjzG3lrnPGyXJ4WdI4gTObY3g0cAqGK4qRu3p23Bi5q5GtscE50ZBDgQuY8nnEwjK0fXz4A%3D%3D%7Ctkp%3ABk9SR4in79KBZA,Free shipping,,Brand New,
【 Mint 】Canon RF 100-400mm F5.6-8 IS USM◇43014,$636.98,https://www.ebay.com/itm/126472335937?itmmeta=01J06JVTDKEAH3DJ95ZRMQYHY2&hash=item1d7256b241:g:r5sAAOSwl5pmOw4R&itmprp=enc%3AAQAJAAAAwLRpJmbkoC2eVMp%2FWVYUA82A5%2BkPfpGrki%2B8JmeWSzk6thBJ4dLa5CYMkRXdUWbkfmvQg1A4jQa530sWJTWmiJBmCRM4bdW7vbcKqpNnakj3B4YIDTjSY3o0Hm6te3FBTxwxsoP3KSwsfIV7AfEQ8zTCUa5KrRzqt2VXvXXOBgV3PlR3UhvOu4mI0KlTMgc%2BjI6V7uA19MtXriocMQGRoAJCu9cmCMB2Y7FMfgHTOqCZjoadclH0qADbB6SlJ0u4Ww%3D%3D%7Ctkp%3ABk9SR4in79KBZA,+$50.00 shipping,from Japan,Pre-Owned,
Sima SF Lens 100mm f/2 Soft Focus + Macro Canon RF mount,$59.00,https://www.ebay.com/itm/145241832233?itmmeta=01J06JVTDK9W5625XK5T02WKHB&hash=item21d1167b29:g:Z3sAAOSwiQ1k2TEK&itmprp=enc%3AAQAJAAAA4K6wlLUYYd6RUW4iDvwwTyCCz%2BCHX1qxyZtel1b%2BqPIB%2FhbUI9hs%2B7eEakKioLciivwtaMUVnSTZNXqRowoUIrf%2BgE2t%2F3wbPhtr9mPzgotcbDs9FQzI6m9tPAjRS%2Bw%2FyB3MPDOzAJWjyK7ugiP9quM9sth6imoCJSc5%2Fgd7V%2BwtdVnsuMnVCOfs6DY9b7ibA%2BCCbi5DgIVBWADpRIk0FJNKnEJuf5jsaALX8u%2BYVTOzGJaEOhqUe2%2BHfCvS69frnU7SidOaB3zw7rCHaKWaAt%2FTvnpTJ82%2ByvsvSp8KISyT%7Ctkp%3ABk9SR4in79KBZA,+$8.99 shipping,,Pre-Owned,
Canon RF 100-400mm f/5.6-8 IS USM Lens,$619.32,https://www.ebay.com/itm/126461240311?itmmeta=01J06JVTDK1N53GC9H13B9Y40W&hash=item1d71ad63f7:g:qmgAAOSwwY1mMzkw&itmprp=enc%3AAQAJAAAAwA6bkIonOi2Yz3U1Z4bD%2BbiMdbGqZFxVNaYVZDJ8sSYiROCEkiLQmGZ21kH4URjyF0q%2BEGU5GiAg0GpbcpeKQ8B8nHokZpBA8RN4OkoqnLyvPVrkLZTJ41AwD%2BjjeDW59y5fnmXmqq%2FDrRhEHO4vNbGLV73PZNrG6o8a%2FNCykXrokxsPYa7csYDgzdXllAmD03pUJj2MgQ%2BWExFGSR51vclrLW25IQKzQ0gLGE7QMbDj5f0isGjU1fXZ3L9C4ur%2Bng%3D%3D%7Ctkp%3ABk9SR4in79KBZA,+$34.49 shipping,from Australia,Pre-Owned,
New ListingCanon Rf100/F2.8L Macro Is Usm Lens Af 　 B,"$1,266.30",https://www.ebay.com/itm/186490436711?itmmeta=01J06JVTDK883CJGY09WPHG4M5&hash=item2b6bb23c67:g:NS4AAOSw3vlmaP~L&itmprp=enc%3AAQAJAAAA4K%2B3zfUMn%2Bkwkvw89cPJ%2BEwnJKPNJIb6mH4fGGD4UxATZ1B9RIAF3f%2FwamNcXcHORUwMk2%2FQXMHu9K0JjvCZ%2Frj955jMPd6GXVPoIqP5tZsq4a0fzMEw%2ByHRNlksHsNi3vG4rztf90JqbZx9jB98d%2BGUt9qfgNzykcyUHJRJj26TcvrSGBA4l7YV11pU5yFSr2GRZ1%2BSDcn3uib8%2FyG5pKbu8q1uhXawqofw%2FQSjTYJ6A6meS1EvqDJH%2BNLULZVlArokts5k9SawrV1iirYujzqF3uQ5mZLOCNaJ1z%2FBpWRU%7Ctkp%3ABk9SR4in79KBZA,+$34.90 shipping,from Japan,Pre-Owned,
SUPER COSINA 100-500mm F/5.6-8 MC MACRO *Exc+3* for Canon FD from Japan  #556_bb,$79.99,https://www.ebay.com/itm/305612947877?itmmeta=01J06JVTDKP0E9DCPBE8XFBT3V&hash=item4727f381a5:g:-ZgAAOSwGqFmZ8tr&itmprp=enc%3AAQAJAAAA4PgK2Xz%2BOc%2FHC4%2By24usG5i1Lt6ctBpHCm0xp2D33z%2Bkn9JOpIqrmosZmFUJWCNaRl8XXbXUdS6JXPWD89cy%2BdPuXjjeJlXgdiDycrVDkwrmXxiyejyGsj%2BLZGcn7J3zcxdVhhqOvZaA2hyAb8ORIKFapdyaT8RiOih3jHPXTOQWmz1cKjps7LPCvVUrTeceGNjmX%2FJgKTnuhjfMF7pu%2FLgNIEP6v9vUnJjeBv7DUb69Xcew1kFk4EeOkB165DOATyDdtwyXrdQkoDB1EvtuIHYl8AAtbG%2BxpkUtjqIBoH4h%7Ctkp%3ABk9SR4in79KBZA,Free shipping,from Japan,Pre-Owned,
Canon RF 100-400mm IS USM Lens + Flash +Color Filter Set -32GB Accessory Kit,$672.99,https://www.ebay.com/itm/354238364446?itmmeta=01J06JVTDKP9MYVDVJY808WAHP&hash=item527a407b1e:g:hFkAAOSwXzdjA6Js&itmprp=enc%3AAQAJAAAAwNwWsYA2jFQDlkp1lViLfzZIE4sLrDdydQ%2FyXCfQWDAaIxIETH7c1UdYYsIJAaIFK47fE4fEJxEupFaPz%2Bxsopjs8TLKqTerbc69yyyub6pq1VzYrZm7kP7CkBprVpqyJsbfbE6AUNvqUsFPZDeAc%2Bi5%2F3Lzt%2F4oR79JDtyBFf7ivGi%2FyrK7s21H%2BziZhSEGgnKyD0ODkQrZWTh%2FhxeakSilHIcCzijxPq40eY1YbCkrEMHGCKO8469TI4Y5QQ8D4A%3D%3D%7Ctkp%3ABk9SR4in79KBZA,Free shipping,,Brand New,
Canon RF 100-400mm f/5.6-8 IS USM Lens #5050C002,$599.00,https://www.ebay.com/itm/395378175365?epid=9050201411&itmmeta=01J06JVTDKEEP7AN3ZFZ24Y2F8&hash=item5c0e602d85:g:9MMAAOSwUJ5mPBeA&itmprp=enc%3AAQAJAAAAwFBXUVXY0p5Q5EJfGuh2Sviz7%2BJdJE7wHdb--BOHHwOht4V3u1ak1gd6UOhMQNXltkkfffGOk7YARD1WPh%2FmfyMs0u6W9dOnQKUrpuG%2B62XelOfGgVIpQQV6myHO%2FCiLadtVcP%2BtoDw5Qbq5LU4rWkOyOgoscpwBO%2F3MdPEIc14YumhFbknwyjX%2BAy5rmZcCEvLfyd8U60kxZgBEyTcoXs0XWLUa5kE%2BJyckdYDGjzTNkgsiSnrhsN6JE1Wk1XRuCQ%3D%3D%7Ctkp%3ABk9SR4in79KBZA,+$19.50 shipping,,Brand New,
【MNT】Canon RF 100mm f/2.8 L MACRO USM  Lens From Japan,"$1,341.40",https://www.ebay.com/itm/226168554321?itmmeta=01J06JVTDKSM2SJYW64C4TBJNV&hash=item34a8b24351:g:RAYAAOSwTnpmWA5s&itmprp=enc%3AAQAJAAAA4JldeHKIVlRJj%2BTgssVr2BVQLJ0LeoDe3ropECgeYtvpfwpQgkqrA71y3vGDGrPia0RIXExkTi6X9xfwgEUaS0mUot2GVwDHtb6QSNMqdlJ9RE4zVMg%2BucIyxSDSHwA%2BCIFQ0ZRhqzEfwCVPN3Hr5b3WD31yNslhim%2Bi2%2FObaiG6YfkuPES%2BoVxCLSJmBAj5wK4fLwO70uDyixP%2FKdG8PaiW86LxIzprZLEIlUgnXgAeNTVc4X%2FZIJg9SX5CA%2B8xOt64i61j7%2B34T7ivSB3CGvWe%2FmvgnPb4xA%2B7iFec%2Bope%7Ctkp%3ABk9SR4in79KBZA,Free shipping,from Japan,Pre-Owned,
Canon 100-400mm F5.6-8 IS USM RF Lens - MINT!!,$629.95,https://www.ebay.com/itm/285875979610?itmmeta=01J06JVTDKF15ZF8HBCV31VBQB&hash=item428f89455a:g:lBYAAOSwDd5mUTtu&itmprp=enc%3AAQAJAAAAwIcJWOabPyRAwMQ%2FVvDyy79Z5M0UQU9YLnZk45T4uzP%2FJo8MbmqiD%2FMPW3BTqHDmL%2Bzck2umuH5JAg%2Brgv9%2BTz%2F%2BQieKbdK8%2BHBCMc5Q4KyXiPmg%2B3z8Z93n6Rc%2FB40FG%2Fv134EC3WTygfj0%2FVRSlPM8hpOIx9l389CxzJY5w1gAoqEsGHw6zNkTlmawD%2BCMICuyOvA1gVF%2B86tSB8YGblPb3geNgjftc0sqXcj7nKcAd0zPpBCvnz6K2li9KT4Sug%3D%3D%7Ctkp%3ABk9SR4in79KBZA,+$24.95 shipping,,Pre-Owned,
500mm F6 Super Long Fix Focus Telephoto Lens DIY For Canon Nikon Sony Fuji DSLR,$78.84,https://www.ebay.com/itm/295983059644?itmmeta=01J06JVTDMEMR6AF4GCD2A2E9D&hash=item44e9f712bc:g:VnkAAOSwbJ5lJ52m&itmprp=enc%3AAQAJAAAA4EaxtT0oulhQuFLXxe8e1dDCuqvpaRm787zg8TV67F3idFdQnyQoqXhWUnelaP%2F99dHza0CHfCzyFTd1E44TUWlNoljxP9QqvFYBcUvzYv%2B0vs63%2FZRPIrtPRE5KeRk38iVpWL%2Fy94nPWkgJDg0R%2BJqhwwWDjLWceuRgMqSou2JLjX1YHiheqYrEOufEvCf8gRkTcWhxZLcfnqP4o%2F1JcvFXcgI4f1SpMcXPSNRTFOTZOzTAihep2naxEmrzD%2BJ0%2BvbAoLDcjHnj5cX%2FCME3JN6xskySrbc9A47HNIXXBIRr%7Ctkp%3ABk9SR4in79KBZA,Free shipping,from China,Brand New,
[Near Mint] Sigma 170-500mm f/5-6.3 DG RF APO Aspherical Zoom Lens for Canon,$450.49,https://www.ebay.com/itm/364914338072?itmmeta=01J06JVTDMRFBE6ACXXWQHWAMD&hash=item54f696e918:g:JkoAAOSwOz9mU-1n&itmprp=enc%3AAQAJAAAA4Ln7pAo7xywJPkwOUrajud9xI6vIcEyklfrL8zJqKHpoeVhhfEy806CQM%2BvR%2BLiA8sukqLUnZcX32q0wUDGoShIc3MqAaozWQcUH2Y75eQCdFk8nYSdlF9raV0XnPvS1jDPcSTYOeNxjSwDAvXEb6dCCzzFmZ55TLL7GwmxqtTrOpm14lVb9x29XpriZpZdcmH%2B4kyLYzxEBFTUcnJqZJN1xFRdACT7zkXOTgY3FiXhPIr0on7%2F%2BuE19MsIKVyMeYTix5feKVIzp9X0nkiz585x7zxWr01IQe9lzETkJV8o%2F%7Ctkp%3ABk9SR4in79KBZA,Free shipping,,Pre-Owned,
"Sirui 35mm, 100mm T2.9 1.6x Anamorphic Lens Kit with 1.25x Adapter for Canon RF","$2,877.60",https://www.ebay.com/itm/374918896615?itmmeta=01J06JVTDMKKPSJ5KYSW6QCN49&hash=item574ae85be7:g:S64AAOSw2FdmMt3w&itmprp=enc%3AAQAJAAAA4FGmoXwwRDBchrwi9GgQ8ArW2Lb4TdCdDc8Zqy4JlScVhN1ic7im4PL2MEAqLddACrt7rVydWJStZAqGJeZv1Z95TrLHOaPY5RErtCGG7yJfghx42S71Uoa6htOcB9wpwLRQyUbw7YkxnGuKRtbZ%2B4PkYDt1v7mCLE9cDjKdAsyfmU0QAFNYFiELRiwsFWeYj8lPdGKr5mY1M7nj5wJJ3z2wr5W0vLTQLyPtIAsKPOpviOvV6M7wTieE6%2FJTno8MF39OKHn81Aw5UdHu5HI%2BesMKFfxa76MhWEx19xJUNUXT%7Ctkp%3ABk9SR4in79KBZA,Free shipping,,Brand New,
"Canon RF rangefinder zoom finder with case, 85/90/100/110/125/135 US SELLER LQQK",$250.00,https://www.ebay.com/itm/134999157663?itmmeta=01J06JVTDM89NHPGT28PM144P2&hash=item1f6e93ab9f:g:h~gAAOSwNpZe82wf&itmprp=enc%3AAQAJAAAAwJkwvHV489mfc8OnH947x5K6%2B%2FTi2POGp8RIqYK6RirphDSU70zlX18dwXmJGM0jcm1PeU0Mv2ZQnWjAKVrH4Sw%2BDCgKACRts6mIf%2BDsXsAagT9sFvCVK1amUzaGv3BI%2Bfp6Z%2FuHWl3tizvm4Ws%2BfM5Ep0NJFSExyrFWKgLG9eJxvdSMNmoyNiVJGcop0hEDUqcBSKDTCS9K5UrZmhO8zUvLTbb1ZQHXhWNkF3dJdawhe2QLbIs0Peq1HUrUe%2FgMfQ%3D%3D%7Ctkp%3ABk9SR4qn79KBZA,+$15.00 shipping,,Pre-Owned,
TTArtisan 500mm F6.3 Full Frame MF Telephoto Lens for X/E/Z/RF/L/EF/GFX/F mount,$309.00,https://www.ebay.com/itm/285762004638?itmmeta=01J06JVTDM8E5SJGGY2Z6DZN98&hash=item4288be269e:g:ysQAAOSwKsFlDqDi&itmprp=enc%3AAQAJAAAA4K06eZ2EYdSndiRWOOCw7I8JbLOZmXyT1O8cD%2FPHGMdFPETy%2BcZInn9xRVTXWdjEWhbaFHG%2FO1zKBpGhjxezilOmzwor7wz1SynIoVBTHMdfX2wGSPM%2Bwq0RMq0KSktFODXdlBTx58jguNvUfb7bFZlMolUdfZUzyvHnjrtvx08egp8CSF%2BTRSoVFAkEhjh3ff4kbQrvWfLmdRg93mVOzFGdciT4paM23y%2BakSpr--pAyO2BiA7TcHzlZ8lqA1SmjTWvy1rqqRAuC%2Fs2qjotJdIDNyMG7lC2ctHd128Hz6UN%7Ctkp%3ABk9SR4qn79KBZA,Free shipping,from China,Brand New,
Opteka 500mm Telephoto Lens for Canon EOS EF-M M200 M100 M50 M10 M6 M5 M3 M2 M,$74.99,https://www.ebay.com/itm/275004197301?itmmeta=01J06JVTDMN6BW8K4V0B2BQD71&hash=item40078709b5:g:6KwAAOSw73xhebsS&itmprp=enc%3AAQAJAAAAwKVwQ3u8D9CcdgeN9kIu4k7O5mMdiMFUeWo0IMbosjwM%2F50GoKANmtG6Gl94LFUSjGqSwGLG1L6XrC91NFiAab%2FUpUkLefEMCkG7JG%2FgwCv7M0bRdWxf8NtgUWvPpu9jWiRw5cLdHljxnDjiJTf2l7xcuCe1lDdUEHuxHREeF4mhkiyRrERi2BERxQkTDG0CFwsjvU2q62FBTpqwmNzDQOImWr7rTiOxelQuLRWCnSaKNfyhJQ2RiosF62S2GGQbtg%3D%3D%7Ctkp%3ABk9SR4qn79KBZA,Free shipping,,Brand New,
Canon Rf100Mm F2.8 L Macro Is Usm 269-Ud,"$1,413.98",https://www.ebay.com/itm/176419293720?itmmeta=01J06JVTDMKE1VC9ZX5AQ2SSG3&hash=item291368ca18:g:k0kAAOSw9FRmaCN-&itmprp=enc%3AAQAJAAAA4KDqWO%2FNqVBkslNHb9Il4YULCDjUyDkbrf5D75asNSUTJV5YgIbwyhEZI9mQbYE4gwOlpvlXFn8gNP24WqeuuVgd4sBXQfM7pIDzEA5P7k%2FOgoAYXU86q2wOvJ6XPsGFPsUlYW%2FjzNhodNfpJh8pviryPgRLVuZ0Apx7oap4FOdAovGv5xjv8YT7oR476yVe1OuQUCio26pwFg21tih9tZt%2BQZh3uTPOrzVqf%2Bz4WraOpmnxteooDeYZQ1md4btLSZiKeiwWY2MSGRV8g5%2Fvs3CIkBsOi6aZBKCKB3v0g%2FNk%7Ctkp%3ABk9SR4qn79KBZA,+$34.90 shipping,from Japan,Pre-Owned,
Canon RF 100mm f/2.8 L MACRO IS USM Medium Telephoto Lens,"$1,001.95",https://www.ebay.com/itm/155521690453?epid=19046973812&itmmeta=01J06JVTDMRFB5DHPYXA1SVDCH&hash=item2435d0ab55:g:ks0AAOSwAqlkRvma&itmprp=enc%3AAQAJAAAA4MAO%2FhlJ%2F0t3osmquYrM6cXb3w5BTruAYcakYNSDMHVQT3uUsMS5%2FHKf6UVd%2FaDQMmgtxC8rVu0FLQ8Z3P1aCCxIMGMUlzP1r630EpJSqizxHR8jBd%2BEMM05q99wBaTperRVzaISxdB33IAA%2BsLlMWTcNMTqiNZDKEH41OMSpDj2KpXlY7TtHZWvIvsS1rDSm4bdya1riAy3yOPDkVX7fVTD6zKvGIVYQ%2BfjAtm%2Fa3ODO7BKbrU%2BHMreMYz%2FcBNWlVY7wmaMMXDEnSNTAm3KraoW1GCHZv9eH1cBLNnGRrrj%7Ctkp%3ABk9SR4qn79KBZA,Free shipping,,Pre-Owned,
CANON RF100mm F2.8 L Macro IS USM `9333,$991.89,https://www.ebay.com/itm/355770603456?itmmeta=01J06JVTDMN2114YYV6VP36SNR&hash=item52d59497c0:g:NTkAAOSwEKdmYWH9&itmprp=enc%3AAQAJAAAA4IrE5xPjj8V4%2FA6FwPol2pY3C820SP9GJhLfDcyJYgWx6pSzwB2MkZ89d4bQ--Xt%2F4F22llMPxDzCROfunR9HVjikI45EvbMJudFVYIW%2BBmG%2FUm%2FR8VqbbfNbN4QdmgZtbuCzOv9hvTrQa6kw3rmqAqDZlzTLS4VK9vSzkNKGTB2iOm8Ug9qX16YWDQr23H4QAj3ikZYUzDdrU5mZqWbJaEQHoy5z6kFM%2F2DZdfh0fBKRA%2B5dnsepxbf58vzV1HIiuxCOc5PcRAVdxdm7w6IRSMGwDSomAN7J0%2BiarY4shcv%7Ctkp%3ABk9SR4qn79KBZA,Free shipping,from Japan,Pre-Owned,
TTArtisan 500mm F6.3 Telephoto Lens Full Frame for E/Z/RF/L/EF/F/X/GFX mount ,$312.55,https://www.ebay.com/itm/315187466842?itmmeta=01J06JVTDMP0ZC96BP04P4EM1C&hash=item4962a3125a:g:d5UAAOSwi99l3vhD&itmprp=enc%3AAQAJAAAAwPtWm%2FD4PC3ujql2JxtXjzVe%2FLq549ygWelJ1cZoDxl6EFtW1rm3Jov0uIlpQehxD9NqN8kIqMURCy2owCadWng%2BMlb9LCRWeSHETc1%2BugisgJqeHLUIlgiNmApr0pyerciIQQ9tHv4r3ayXQO9cpe%2FAbFEIEX8vX47moTvfpb2u%2FRPncIlC2j4VTemnAuCXKryHiFpxPWReUTulAyahLkD%2BFvyyWNG83ZJa14i5TqSDBLpZrN67Kp7IlBt9COQ%2BTw%3D%3D%7Ctkp%3ABk9SR4qn79KBZA,+$15.00 shipping,from China,Brand New,
ULTIMAXX High-Power 500mm/1000mm f/8 for Canon RF-Mount with Filters + Backpack,$109.95,https://www.ebay.com/itm/114040578104?itmmeta=01J06JVTDM73CAC170NV6J372A&hash=item1a8d592038:g:3DUAAOSw8hReCk1P&itmprp=enc%3AAQAJAAAAwCbkyWN0KLOU8ftgoHr%2FYmSuClpcpCJZW5aFlT9ueitNcSagG7fU2xM9JHOLk0yZ2UJ8auxGDQJcE1TTT4d8I%2BZmhz4%2FwJBVp51v8itEY8tWvcNqfTTlNrFDcXoB%2B91tK29x8Iaz77t1XlSefDhhX9BJQiE%2BuGL8CsPZT1UPrgRIFsY5pAQEEfyPsRAKQ4CZ4BM5HGCHRxhJBHoYUy27P%2Fya8l%2BE4DYbgVWmz9H4tUKmPaJNr0Tj6vszMaHRmGt3OA%3D%3D%7Ctkp%3ABk9SR4qn79KBZA,Free shipping,,Brand New,
"Leica LTM Canon RF 100mm f:2 black lens with caps, US SELLER, NICE ""LQQK"" MINTY",$795.00,https://www.ebay.com/itm/116125710002?itmmeta=01J06JVTDM71XBGK7RE0QJDYQH&hash=item1b09a1b6b2:g:6CoAAOSw9gVjZA0z&itmprp=enc%3AAQAJAAAA4B7JL7hsfKFqYzT5%2B1Vt8fwWO63WEI9dgnjU4FQo07HM3rdacuzCvaGn2vXM%2BIq8V0o9yQcOEH8Uv48Kr7irUktyTC%2BHG92UWi%2B319X5luJkFrhtAD2W%2BZIS6SBQ7aVxyV6no%2BEMYzEQpwv8dVAV9LpInGYfQutVISemGqG6FYpC%2Fxbdus7vVU5eXKlk3hIIWaEO94t%2BMYJ3nnmPoqbDOV3aYK5eHJexKGFZPI43EvTTf3Mo0hxu619a4%2BYcupKVVdp8dPgeQZhVJnEMzxjYqiXsm0ys%2FBeuZAagMSyKiVwP%7Ctkp%3ABk9SR4qn79KBZA,+$20.00 shipping,,Pre-Owned,
"Canon RF 100-400mm F5.6-8 IS USM --Canon R System Lens Wildlife Wildlife Photos,",$761.53,https://www.ebay.com/itm/135090080008?itmmeta=01J06JVTDM17CJ8HMFW0ZE5PAX&hash=item1f73ff0908:g:9zEAAOSwJmhmX2pE&itmprp=enc%3AAQAJAAAAwO%2F5%2FXFEfLAw5Loq8FWpxEQmqR2iF0HPIDA4ABOZclOk1qHpdvetatHZi5q5XnILFWLO9sAgB7NRnHP5be6R4Gfm1LZNxDVssWad7q6cy2aJ9L1nnMaolndMNjjxkz2%2Fic3T5lWPDoZc2rf%2FP1ciEN8aibqZLg3ltwF%2BnrI3x%2Bb9LkXTbBQqHJsSr6FzdYS41e%2BBsUeH2IaQzKgjx1cAjrLuiKXOKhEDD%2BAJiOYh6LYvhhdn3MMLffM9tDOCAMVQ2g%3D%3D%7Ctkp%3ABk9SR4qn79KBZA,Free shipping,from Japan,Brand New,
[ Top Mint ] Canon RF 100-400mm f/5.6-8 IS USM Lens 5050C002,$624.00,https://www.ebay.com/itm/364907920268?epid=9050201411&itmmeta=01J06JVTDMJYVDVMSQN90RQMHS&hash=item54f634fb8c:g:T08AAOSwUe1mTrFt&itmprp=enc%3AAQAJAAAAwKgNBE8pbk5eXqJ6XYyN3f0iIPZKd%2FOoBNEEgZNvLSUkccy7eePC3k8MFkPsggDTjk964qDcrCqlL0AUfRHnOQY35HpngHl1%2FZ4P68Cg9MDp%2BoSTNacm9jgSz%2Bsa29vJTuTgFVPzp6AYs1wCjESH3NqR2Piwho9uH9wOcaisnl2yIBFQ04RdkYbziFEJspMShJMefJUXfntBWnC2Yn56xs2ByiP7u5BPk%2FeVkmsSdwDQa4aGHcAyxAwTERob18NVAw%3D%3D%7Ctkp%3ABk9SR4qn79KBZA,Free shipping,from Japan,Pre-Owned,
Canon RF 100mm F/2.8L MACRO IS USM -Near Mint- #132,$994.00,https://www.ebay.com/itm/375475565383?epid=19046973812&itmmeta=01J06JVTDMA1RKCQRJ89M88VKY&hash=item576c167347:g:TK0AAOSwTCdmZUaI&itmprp=enc%3AAQAJAAAAwPSJ5jW3hwhaPyw9TQTEdN0dEK6pyeCfMB%2FPTBeB%2BFZYgmn6srVFHjflmdyw2n5sAw%2BmAPtszscJmI4XrlybkO%2Bwjas4Ovp2tEo9rontu1WinegyNlZFVe2RK9em36Zs4WaEwFCKzrguIvdCi1yMMRdzZZ%2B7NBx1bmqBVbJ0DjoU5j9vKNyC78gE5Mat3dMr0SbypPZnK3jXUvq2Md%2BxgYSfnaa3xXc%2BC69qhKhPBmgXI08DQxF3rHrDPc31bxdw4w%3D%3D%7Ctkp%3ABk9SR4qn79KBZA,Free shipping,from Japan,Pre-Owned,
Canon RF100-400mm F5.6-8 is USM,$594.95,https://www.ebay.com/itm/326029282152?epid=9050201411&itmmeta=01J06JVTDM3W3FZ0692B8T1K8H&hash=item4be8dc0b68:g:UhsAAOSwIWxl3OqH&itmprp=enc%3AAQAJAAAAwFNeyYgaCIcFqZh7lR1sp2hq2eoctCPYnY0PJJtEYZsI2DChCnekyuw9cu3mc5cZC%2FaPEjja%2FVICOonp8IQaYFSwqsCkq7Z1FiSvRaaOvw8iCSepacdg6WHLTatFYLQpvNLvZFoHKWaw1RjiE2QOqWBTKmgn%2BNS9MXCM5VF33UAV2MYIJff0eaxNKXtC%2Fq4iQ%2FHNcBypWhfyzFsI9VV0AJPA6evKSnIiSmgnpnF6NcQncnDOF%2FM4Jv9wmNADZVm7iA%3D%3D%7Ctkp%3ABk9SR4qn79KBZA,,,Excellent - Refurbished,
Canon RF100mm F2.8 L Macro is USM,$999.95,https://www.ebay.com/itm/196353911167?epid=19046973812&itmmeta=01J06JVTDMVG7PD69JDWFT9F2P&hash=item2db79ae97f:g:eUkAAOSwx8VmIoNS&itmprp=enc%3AAQAJAAAA4OGFWyE6caAVm%2Bq6u%2FsU8aQZPlSPrBdR90yJwb%2FGax5C3hjl6kl7nVQgI%2B6HfFw27lWq1ZoJ2KySzm4u9ZF7P1z9ISbyDZUJOwZZFXQ%2B2%2FgxsISsEktkTUDUdQGP853srY%2FfpZ4WJ9KTD66ZoA73ex1uUs%2FpslyOeqGFNgpZHyCpEzv%2BQz5Ak37B8rMNLRxYORt8HnnvjyIdH3wNXW%2FatRTcX2%2F82HIzzrCPuiMRdIPMUEgIUJiRPeI4opmmd6gWOb7c0uVm1JcSKXlVMsNjuVi5M%2Br%2FTZCZ70JFBUFKAzo1%7Ctkp%3ABk9SR4qn79KBZA,,,Excellent - Refurbished,
Canon RF 100-400mm f/5.6-8 IS USM Lens + SanDisk 64GB Memory Card,$599.00,https://www.ebay.com/itm/224948255523?epid=9050201411&itmmeta=01J06JVTDMX47S1R1VAHF3C3TS&hash=item345ff5fb23:g:wkwAAOSwquRjRyuU&itmprp=enc%3AAQAJAAAAwDOHAzSaGFcPsK5cJCW5aodI9sIb19lBq0DxUQioeRNkPnGhKRpBRiQe99mWnx2HCkihAPIk6LaNtv5ASEej2I4CJFi6fxl4PXhnS3mIbm1V6OTIlwoZGLvlCFxLip7jrvM2eTebApViSPzHGi33nvyJX1mZ3a4bkUq1%2BT1TDIah7%2BW1%2F%2BWz1IJvfQBV%2BuJGxV7ZRhZBc7EFHBDk5VHlVVbij6tZrGyPXX%2F7S2kIhizOLUrrMImqLOcgWoyeTQeevA%3D%3D%7Ctkp%3ABk9SR4qn79KBZA,Free shipping,,Brand New,
Oshiro 500mm f/6.3 LD UNC AL Manual Super Telephoto Lens for Canon EOS RF-Mount,$119.00,https://www.ebay.com/itm/275011927664?itmmeta=01J06JVTDMN0721WKNKGS2BXVV&hash=item4007fcfe70:g:XnEAAOSwmzVhgZH3&itmprp=enc%3AAQAJAAAAwNXIP9%2FQFEwbRBR3T0lbmrUjkFQ0RQ6S%2Bb0CAqsd4%2BCmWPO4wC9ONRXzQUBEJBjSrvA6n0japn6wVN2bUNmK5DfGQ9l%2BwN63gYAFFSPSSXYa3clU2J6Tvqo4%2FRUvXJ%2FnE2NeBqMvNK3ERqNSe8LBPLb%2BxywHVB%2F6L2FRU%2B2mxbk8ECoV5uAsuMDpoyRS4dxniEAAkWZ3HVTo1QIqy3iZGwM5zFPd86HAdB6QQnUd2S03RyxgYv8LfC9RR8OGQv%2FS6A%3D%3D%7Ctkp%3ABk9SR4qn79KBZA,Free shipping,,Brand New,
